SRR8309686,SRR8309686
SRR8309687,SRR8309687
SRR8309688,SRR8309688
SRR8309689,SRR8309689
SRR8309690,SRR8309690
SRR8309691,SRR8309691
SRR8309692,SRR8309692
SRR8309693,SRR8309693
SRR8309694,SRR8309694
SRR8309695,SRR8309695
SRR8309696,SRR8309696
SRR8309697,SRR8309697
SRR8309698,SRR8309698
SRR8309699,SRR8309699
SRR8309700,SRR8309700
SRR8309701,SRR8309701
SRR8309702,SRR8309702
SRR8309703,SRR8309703
SRR8309704,SRR8309704
SRR8309705,SRR8309705
SRR8309706,SRR8309706
SRR8309707,SRR8309707
SRR8309708,SRR8309708
SRR8309709,SRR8309709
SRR8309710,SRR8309710
SRR8309711,SRR8309711
SRR8309712,SRR8309712
SRR8309713,SRR8309713
SRR8309714,SRR8309714
SRR8309715,SRR8309715
SRR8309716,SRR8309716
SRR8309717,SRR8309717
SRR8309718,SRR8309718
SRR8309719,SRR8309719
SRR8309720,SRR8309720
SRR8309721,SRR8309721
SRR8309722,SRR8309722
SRR8309723,SRR8309723
SRR8309724,SRR8309724
SRR8309725,SRR8309725
SRR8309726,SRR8309726
SRR8309727,SRR8309727
SRR8309728,SRR8309728
SRR8309729,SRR8309729
SRR8309730,SRR8309730
SRR8309731,SRR8309731
SRR8309732,SRR8309732
SRR8309733,SRR8309733
SRR8309734,SRR8309734
SRR8309735,SRR8309735
SRR8309736,SRR8309736
SRR8309737,SRR8309737
SRR8309738,SRR8309738
SRR8309739,SRR8309739
SRR8309740,SRR8309740
SRR8309741,SRR8309741
SRR8309742,SRR8309742
SRR8309743,SRR8309743
SRR8309744,SRR8309744
SRR8309745,SRR8309745
SRR8309746,SRR8309746
SRR8309747,SRR8309747
SRR8309748,SRR8309748
SRR8309749,SRR8309749
SRR8309750,SRR8309750
SRR8309751,SRR8309751
SRR8309752,SRR8309752
SRR8309753,SRR8309753
SRR8309754,SRR8309754
SRR8309755,SRR8309755
SRR8309756,SRR8309756
SRR8309757,SRR8309757
SRR8309758,SRR8309758
SRR8309759,SRR8309759
SRR8309760,SRR8309760
SRR8309761,SRR8309761
SRR8309762,SRR8309762
SRR8309763,SRR8309763
SRR8309764,SRR8309764
SRR8309765,SRR8309765
SRR8309766,SRR8309766
SRR8309767,SRR8309767
SRR8309768,SRR8309768
SRR8309769,SRR8309769
SRR8309770,SRR8309770
SRR8309771,SRR8309771
SRR8309772,SRR8309772
SRR8309773,SRR8309773
SRR8309774,SRR8309774
SRR8309775,SRR8309775
SRR8309776,SRR8309776
SRR8309777,SRR8309777
SRR8309778,SRR8309778
SRR8309779,SRR8309779
SRR8309780,SRR8309780
SRR8309781,SRR8309781
SRR8309782,SRR8309782
SRR8309783,SRR8309783
SRR8309784,SRR8309784
SRR8309785,SRR8309785
SRR8309786,SRR8309786
SRR8309787,SRR8309787
SRR8309788,SRR8309788
SRR8309789,SRR8309789
SRR8309790,SRR8309790
SRR8309791,SRR8309791
SRR8309792,SRR8309792
SRR8309793,SRR8309793
SRR8309794,SRR8309794
SRR8309795,SRR8309795
SRR8309796,SRR8309796
SRR8309797,SRR8309797
SRR8309798,SRR8309798
SRR8309799,SRR8309799
SRR8309800,SRR8309800
SRR8309801,SRR8309801
SRR8309802,SRR8309802
SRR8309803,SRR8309803
SRR8309804,SRR8309804
SRR8309805,SRR8309805
SRR8309806,SRR8309806
SRR8309807,SRR8309807
SRR8309808,SRR8309808
SRR8309809,SRR8309809
SRR8309810,SRR8309810
SRR8309811,SRR8309811
SRR8309812,SRR8309812
SRR8309813,SRR8309813
SRR8309814,SRR8309814
SRR8309815,SRR8309815
SRR8309816,SRR8309816
SRR8309817,SRR8309817
SRR8309818,SRR8309818
SRR8309819,SRR8309819
SRR8309820,SRR8309820
SRR8309821,SRR8309821
SRR8309822,SRR8309822
SRR8309823,SRR8309823
SRR8309824,SRR8309824
SRR8309825,SRR8309825
SRR8309826,SRR8309826
SRR8309827,SRR8309827
SRR8309828,SRR8309828
SRR8309829,SRR8309829
SRR8309830,SRR8309830
SRR8309831,SRR8309831
SRR8309832,SRR8309832
SRR8309833,SRR8309833
SRR8309834,SRR8309834
SRR8309835,SRR8309835
SRR8309836,SRR8309836
SRR8309837,SRR8309837
SRR8309838,SRR8309838
SRR11614305,SRR11614305
SRR11614306,SRR11614306
SRR11614307,SRR11614307
SRR11614308,SRR11614308
SRR11614309,SRR11614309
SRR11614310,SRR11614310
SRR1168700,SRR1168700
SRR1168701,SRR1168701
SRR1168704,SRR1168704
SRR1168706,SRR1168706
SRR1168708,SRR1168708
SRR3722267,SRR3722267
SRR3722268,SRR3722268
SRR3722269,SRR3722269
SRR3722270,SRR3722270
SRR3722271,SRR3722271
SRR3722272,SRR3722272
SRR3722273,SRR3722273
SRR3722274,SRR3722274
SRR3722275,SRR3722275
SRR3722276,SRR3722276
SRR3722277,SRR3722277
SRR3722278,SRR3722278
SRR3722279,SRR3722279
SRR3722280,SRR3722280
SRR3722281,SRR3722281
SRR3722282,SRR3722282
SRR11541075,SRR11541075
SRR11541077,SRR11541077
SRR11541084,SRR11541084
SRR11541086,SRR11541086
SRR11541087,SRR11541087
SRR11541089,SRR11541089
SRR11541090,SRR11541090
SRR11541092,SRR11541092
SRR11541076,SRR11541076
SRR11541085,SRR11541085
SRR11541088,SRR11541088
SRR11541091,SRR11541091
SRR11541093,SRR11541093
SRR1168698,SRR1168698
SRR1168699,SRR1168699
SRR1168702,SRR1168702
SRR1168703,SRR1168703
SRR1168705,SRR1168705
SRR1168707,SRR1168707
SRR1168709,SRR1168709
